flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,ticket_no,flight_id,fare_conditions,amount,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival,5432079221,36094,business,99800.00,ticket_no,flight_id,boarding_no,seat_no,ticket_no,book_ref,passenger_id,passenger_name,contact_data
136807,PG0480,2017-02-23T09:25:00Z,2017-02-23T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-23T09:28:00Z,2017-02-23T10:18:00Z,5432376359   ,136807,Economy,6300.00,,,,,,,,,,,,,,5432376359   ,136807,12,10E,5432376359   ,92B2DC,1222 014570,passenger_name,contact_data
136630,PG0480,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,5432376433   ,136630,Economy,6300.00,,,,,,,,,,,,,,5432376433   ,136630,41,10E,5432376433   ,6C650D,7939 357188,passenger_name,contact_data
136778,PG0480,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,5432376445   ,136778,Economy,6300.00,,,,,,,,,,,,,,5432376445   ,136778,59,10E,5432376445   ,862DBB,7566 842800,passenger_name,contact_data
136672,PG0480,2017-02-03T09:25:00Z,2017-02-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-03T09:28:00Z,2017-02-03T10:18:00Z,5432375623   ,136672,Economy,6300.00,,,,,,,,,,,,,,5432375623   ,136672,48,10E,5432375623   ,573D7E,4653 162706,passenger_name,contact_data
136815,PG0480,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,5432376340   ,136815,Economy,6300.00,,,,,,,,,,,,,,5432376340   ,136815,81,10E,5432376340   ,E9E0A0,0150 552183,passenger_name,contact_data
136709,PG0480,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,5432053703   ,136709,Economy,6300.00,,,,,,,,,,,,,,5432053703   ,136709,48,10E,5432053703   ,F3CAAD,3761 853779,passenger_name,contact_data
136869,PG0480,2017-01-31T09:25:00Z,2017-01-31T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-31T09:26:00Z,2017-01-31T10:16:00Z,5432375469   ,136869,Economy,6300.00,,,,,,,,,,,,,,5432375469   ,136869,66,10E,5432375469   ,6234B4,7768 825481,passenger_name,contact_data
136733,PG0480,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,5432374549   ,136733,Economy,6300.00,,,,,,,,,,,,,,5432374549   ,136733,53,10E,5432374549   ,539CBA,0202 030288,passenger_name,contact_data
136669,PG0480,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,5432053711   ,136669,Economy,6300.00,,,,,,,,,,,,,,5432053711   ,136669,23,10E,5432053711   ,4F771F,4063 984458,passenger_name,contact_data
136678,PG0480,2017-01-28T09:25:00Z,2017-01-28T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-28T09:27:00Z,2017-01-28T10:17:00Z,5432375371   ,136678,Economy,6300.00,,,,,,,,,,,,,,5432375371   ,136678,30,10E,5432375371   ,EFDA5E,4624 321883,passenger_name,contact_data
136855,PG0480,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,5432318681   ,136855,Economy,6300.00,,,,,,,,,,,,,,5432318681   ,136855,75,10E,5432318681   ,1727F9,6145 372355,passenger_name,contact_data
136907,PG0480,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,5432374960   ,136907,Economy,6300.00,,,,,,,,,,,,,,5432374960   ,136907,93,10E,5432374960   ,D327B0,3007 605568,passenger_name,contact_data
136767,PG0480,2017-01-23T09:25:00Z,2017-01-23T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-23T09:27:00Z,2017-01-23T10:18:00Z,5432319211   ,136767,Economy,6300.00,,,,,,,,,,,,,,5432319211   ,136767,47,10E,5432319211   ,FC5B81,8083 434479,passenger_name,contact_data
136571,PG0480,2017-01-25T09:25:00Z,2017-01-25T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-25T09:28:00Z,2017-01-25T10:18:00Z,5432319325   ,136571,Economy,6300.00,,,,,,,,,,,,,,5432319325   ,136571,91,10E,5432319325   ,B34940,4483 828385,passenger_name,contact_data
136861,PG0480,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,5432320264   ,136861,Economy,6300.00,,,,,,,,,,,,,,5432320264   ,136861,25,10E,5432320264   ,68AAC4,4526 025066,passenger_name,contact_data
136875,PG0480,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,5432320628   ,136875,Economy,6300.00,,,,,,,,,,,,,,5432320628   ,136875,66,10E,5432320628   ,55F579,3702 594572,passenger_name,contact_data
136780,PG0480,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,5432320664   ,136780,Economy,6300.00,,,,,,,,,,,,,,5432320664   ,136780,1,10E,5432320664   ,E8A5F1,0788 463622,passenger_name,contact_data
136660,PG0480,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,5432320776   ,136660,Economy,6300.00,,,,,,,,,,,,,,5432320776   ,136660,49,10E,5432320776   ,EDAD18,0564 620625,passenger_name,contact_data
136654,PG0480,2017-01-19T09:25:00Z,2017-01-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-19T09:28:00Z,2017-01-19T10:17:00Z,5432374932   ,136654,Economy,6300.00,,,,,,,,,,,,,,5432374932   ,136654,59,10E,5432374932   ,EDCDE4,5133 169253,passenger_name,contact_data
136819,PG0480,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,5432318424   ,136819,Economy,6300.00,,,,,,,,,,,,,,5432318424   ,136819,47,10E,5432318424   ,D7CDAF,8559 650029,passenger_name,contact_data
136887,PG0480,2017-01-20T09:25:00Z,2017-01-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-20T09:30:00Z,2017-01-20T10:19:00Z,5432319092   ,136887,Economy,6300.00,,,,,,,,,,,,,,5432319092   ,136887,4,10E,5432319092   ,153C5D,2160 767731,passenger_name,contact_data
136729,PG0480,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,5432319452   ,136729,Economy,6300.00,,,,,,,,,,,,,,5432319452   ,136729,61,10E,5432319452   ,38C307,9438 303703,passenger_name,contact_data
136600,PG0480,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,5432319967   ,136600,Economy,6300.00,,,,,,,,,,,,,,5432319967   ,136600,40,10E,5432319967   ,CC75C2,7520 160417,passenger_name,contact_data
136922,PG0480,2017-02-11T09:25:00Z,2017-02-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-11T09:27:00Z,2017-02-11T10:17:00Z,5432320034   ,136922,Economy,6300.00,,,,,,,,,,,,,,5432320034   ,136922,51,10E,5432320034   ,3CAE83,4844 017476,passenger_name,contact_data
136936,PG0480,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,5432374371   ,136936,Economy,6300.00,,,,,,,,,,,,,,5432374371   ,136936,12,10E,5432374371   ,E7F208,2591 430850,passenger_name,contact_data
136645,PG0480,2017-01-05T09:25:00Z,2017-01-05T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-05T09:29:00Z,2017-01-05T10:20:00Z,5432374456   ,136645,Economy,6300.00,,,,,,,,,,,,,,5432374456   ,136645,8,10E,5432374456   ,688F10,4516 512526,passenger_name,contact_data
136937,PG0480,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,5432318260   ,136937,Economy,6300.00,,,,,,,,,,,,,,5432318260   ,136937,70,10E,5432318260   ,A71681,6851 853049,passenger_name,contact_data
136838,PG0480,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,5432319218   ,136838,Economy,6300.00,,,,,,,,,,,,,,5432319218   ,136838,42,10E,5432319218   ,889C47,9740 724558,passenger_name,contact_data
136927,PG0480,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,5432319230   ,136927,Economy,6300.00,,,,,,,,,,,,,,5432319230   ,136927,97,10E,5432319230   ,CA53F1,5430 538232,passenger_name,contact_data
136649,PG0480,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,5432375232   ,136649,Economy,6300.00,,,,,,,,,,,,,,5432375232   ,136649,83,10E,5432375232   ,105AF0,0915 887617,passenger_name,contact_data
136951,PG0480,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,5432319763   ,136951,Economy,6300.00,,,,,,,,,,,,,,5432319763   ,136951,14,10E,5432319763   ,B4DA6B,3386 117021,passenger_name,contact_data
136754,PG0480,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,5432319835   ,136754,Economy,6300.00,,,,,,,,,,,,,,5432319835   ,136754,70,10E,5432319835   ,918970,3266 624513,passenger_name,contact_data
136755,PG0480,2017-01-21T09:25:00Z,2017-01-21T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-21T09:30:00Z,2017-01-21T10:20:00Z,5432375242   ,136755,Economy,6300.00,,,,,,,,,,,,,,5432375242   ,136755,5,10E,5432375242   ,C29164,4415 981902,passenger_name,contact_data
136841,PG0480,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,5432320000   ,136841,Economy,6300.00,,,,,,,,,,,,,,5432320000   ,136841,38,10E,5432320000   ,32A062,4238 414520,passenger_name,contact_data
136857,PG0480,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,5432320564   ,136857,Economy,6300.00,,,,,,,,,,,,,,5432320564   ,136857,16,10E,5432320564   ,E9CBEB,5652 094734,passenger_name,contact_data
136609,PG0480,2017-01-08T09:25:00Z,2017-01-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-08T09:28:00Z,2017-01-08T10:18:00Z,5432318359   ,136609,Economy,6300.00,,,,,,,,,,,,,,5432318359   ,136609,10,10E,5432318359   ,AF4482,6198 366518,passenger_name,contact_data
136758,PG0480,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,5432318745   ,136758,Economy,6300.00,,,,,,,,,,,,,,5432318745   ,136758,56,10E,5432318745   ,A0B3F6,9374 383876,passenger_name,contact_data
136586,PG0480,2017-01-10T09:25:00Z,2017-01-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-10T09:28:00Z,2017-01-10T10:18:00Z,5432318807   ,136586,Economy,6300.00,,,,,,,,,,,,,,5432318807   ,136586,43,10E,5432318807   ,F78EB5,2011 739946,passenger_name,contact_data
136757,PG0480,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,5432319705   ,136757,Economy,6300.00,,,,,,,,,,,,,,5432319705   ,136757,2,10E,5432319705   ,CF8E5A,3313 748776,passenger_name,contact_data
136900,PG0480,2017-02-01T09:25:00Z,2017-02-01T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-01T09:30:00Z,2017-02-01T10:21:00Z,5432319831   ,136900,Economy,6300.00,,,,,,,,,,,,,,5432319831   ,136900,42,10E,5432319831   ,D402AD,1420 846981,passenger_name,contact_data
136827,PG0480,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,5432320649   ,136827,Economy,6300.00,,,,,,,,,,,,,,5432320649   ,136827,95,10E,5432320649   ,ED61F6,9569 671875,passenger_name,contact_data
136844,PG0480,2017-02-28T09:25:00Z,2017-02-28T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-28T09:26:00Z,2017-02-28T10:16:00Z,5432376581   ,136844,Economy,6300.00,,,,,,,,,,,,,,5432376581   ,136844,21,10E,5432376581   ,263C93,3671 679707,passenger_name,contact_data
136781,PG0480,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,5432374760   ,136781,Economy,6300.00,,,,,,,,,,,,,,5432374760   ,136781,19,10E,5432374760   ,1B5852,5219 972406,passenger_name,contact_data
136956,PG0480,2017-02-04T09:25:00Z,2017-02-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-04T09:33:00Z,2017-02-04T10:23:00Z,5432375569   ,136956,Economy,6300.00,,,,,,,,,,,,,,5432375569   ,136956,76,10E,5432375569   ,39A914,2609 210559,passenger_name,contact_data
136769,PG0480,2017-02-10T09:25:00Z,2017-02-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-10T09:30:00Z,2017-02-10T10:21:00Z,5432375790   ,136769,Economy,6300.00,,,,,,,,,,,,,,5432375790   ,136769,29,10E,5432375790   ,B33AF0,4582 510691,passenger_name,contact_data
136666,PG0480,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,5432375892   ,136666,Economy,6300.00,,,,,,,,,,,,,,5432375892   ,136666,64,10E,5432375892   ,FC3DC7,2825 339706,passenger_name,contact_data
136605,PG0480,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,5432376092   ,136605,Economy,6300.00,,,,,,,,,,,,,,5432376092   ,136605,71,10E,5432376092   ,502948,9280 679736,passenger_name,contact_data
136888,PG0480,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,5432376147   ,136888,Economy,6300.00,,,,,,,,,,,,,,5432376147   ,136888,24,10E,5432376147   ,93586C,1660 737125,passenger_name,contact_data
136620,PG0480,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,5432376245   ,136620,Economy,6300.00,,,,,,,,,,,,,,5432376245   ,136620,74,10E,5432376245   ,34E88B,0538 409001,passenger_name,contact_data
136953,PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,5432376441   ,136953,Economy,6300.00,,,,,,,,,,,,,,5432376441   ,136953,16,10E,5432376441   ,E8F2FF,7055 546601,passenger_name,contact_data
136754,PG0480,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,5432375572   ,136754,Economy,6300.00,,,,,,,,,,,,,,5432375572   ,136754,47,10F,5432375572   ,81B745,2714 143789,passenger_name,contact_data
136672,PG0480,2017-02-03T09:25:00Z,2017-02-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-03T09:28:00Z,2017-02-03T10:18:00Z,5432375675   ,136672,Economy,6300.00,,,,,,,,,,,,,,5432375675   ,136672,3,10F,5432375675   ,D775C5,6301 717163,passenger_name,contact_data
136936,PG0480,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,5432318273   ,136936,Economy,6300.00,,,,,,,,,,,,,,5432318273   ,136936,67,10F,5432318273   ,BD2038,4765 920077,passenger_name,contact_data
136841,PG0480,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,5432375805   ,136841,Economy,6300.00,,,,,,,,,,,,,,5432375805   ,136841,35,10F,5432375805   ,77520E,5949 728965,passenger_name,contact_data
136609,PG0480,2017-01-08T09:25:00Z,2017-01-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-08T09:28:00Z,2017-01-08T10:18:00Z,5432318362   ,136609,Economy,6300.00,,,,,,,,,,,,,,5432318362   ,136609,17,10F,5432318362   ,64F896,6833 832029,passenger_name,contact_data
136661,PG0480,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,5432318361   ,136661,Economy,6300.00,,,,,,,,,,,,,,5432318361   ,136661,78,10F,5432318361   ,9C22FE,2437 847142,passenger_name,contact_data
136666,PG0480,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,5432375821   ,136666,Economy,6300.00,,,,,,,,,,,,,,5432375821   ,136666,77,10F,5432375821   ,49B8EB,3565 555097,passenger_name,contact_data
136855,PG0480,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,5432318536   ,136855,Economy,6300.00,,,,,,,,,,,,,,5432318536   ,136855,24,10F,5432318536   ,687DA7,1627 346301,passenger_name,contact_data
136767,PG0480,2017-01-23T09:25:00Z,2017-01-23T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-23T09:27:00Z,2017-01-23T10:18:00Z,5432319236   ,136767,Economy,6300.00,,,,,,,,,,,,,,5432319236   ,136767,58,10F,5432319236   ,B71FF0,5837 206417,passenger_name,contact_data
136922,PG0480,2017-02-11T09:25:00Z,2017-02-11T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-11T09:27:00Z,2017-02-11T10:17:00Z,5432376060   ,136922,Economy,6300.00,,,,,,,,,,,,,,5432376060   ,136922,52,10F,5432376060   ,21CB90,0656 494500,passenger_name,contact_data
136729,PG0480,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,5432319602   ,136729,Economy,6300.00,,,,,,,,,,,,,,5432319602   ,136729,57,10F,5432319602   ,0D9CE3,4788 667096,passenger_name,contact_data
136780,PG0480,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,5432376440   ,136780,Economy,6300.00,,,,,,,,,,,,,,5432376440   ,136780,52,10F,5432376440   ,1E3239,0889 304614,passenger_name,contact_data
136630,PG0480,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,5432320900   ,136630,Economy,6300.00,,,,,,,,,,,,,,5432320900   ,136630,62,10F,5432320900   ,EB3C11,9550 273673,passenger_name,contact_data
136612,PG0480,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,5432376489   ,136612,Economy,6300.00,,,,,,,,,,,,,,5432376489   ,136612,53,10F,5432376489   ,D15181,7654 187463,passenger_name,contact_data
136937,PG0480,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,5432374408   ,136937,Economy,6300.00,,,,,,,,,,,,,,5432374408   ,136937,31,10F,5432374408   ,A11650,5361 643255,passenger_name,contact_data
136781,PG0480,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,5432374761   ,136781,Economy,6300.00,,,,,,,,,,,,,,5432374761   ,136781,84,10F,5432374761   ,1B5852,8824 033596,passenger_name,contact_data
136907,PG0480,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,5432374826   ,136907,Economy,6300.00,,,,,,,,,,,,,,5432374826   ,136907,86,10F,5432374826   ,8968FB,1949 644113,passenger_name,contact_data
136709,PG0480,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,5432374920   ,136709,Economy,6300.00,,,,,,,,,,,,,,5432374920   ,136709,50,10F,5432374920   ,6CA4FF,3794 452524,passenger_name,contact_data
136927,PG0480,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,5432375079   ,136927,Economy,6300.00,,,,,,,,,,,,,,5432375079   ,136927,87,10F,5432375079   ,4728ED,5120 830698,passenger_name,contact_data
136802,PG0480,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,5432053829   ,136802,Economy,6300.00,,,,,,,,,,,,,,5432053829   ,136802,1,10F,5432053829   ,65F614,0089 022532,passenger_name,contact_data
136778,PG0480,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,5432376305   ,136778,Economy,6300.00,,,,,,,,,,,,,,5432376305   ,136778,62,10F,5432376305   ,F30934,5433 882570,passenger_name,contact_data
136660,PG0480,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,5432376435   ,136660,Economy,6300.00,,,,,,,,,,,,,,5432376435   ,136660,53,10F,5432376435   ,6FA853,3743 887408,passenger_name,contact_data
136645,PG0480,2017-01-05T09:25:00Z,2017-01-05T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-05T09:29:00Z,2017-01-05T10:20:00Z,5432374454   ,136645,Economy,6300.00,,,,,,,,,,,,,,5432374454   ,136645,54,10F,5432374454   ,688F10,7409 808123,passenger_name,contact_data
136733,PG0480,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,5432374435   ,136733,Economy,6300.00,,,,,,,,,,,,,,5432374435   ,136733,4,10F,5432374435   ,092C89,2000 858196,passenger_name,contact_data
136706,PG0480,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,5432374485   ,136706,Economy,6300.00,,,,,,,,,,,,,,5432374485   ,136706,8,10F,5432374485   ,F22E0B,3759 800536,passenger_name,contact_data
136586,PG0480,2017-01-10T09:25:00Z,2017-01-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-10T09:28:00Z,2017-01-10T10:18:00Z,5432374630   ,136586,Economy,6300.00,,,,,,,,,,,,,,5432374630   ,136586,39,10F,5432374630   ,9E3D75,0976 120532,passenger_name,contact_data
136669,PG0480,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,5432374967   ,136669,Economy,6300.00,,,,,,,,,,,,,,5432374967   ,136669,16,10F,5432374967   ,2C8907,0486 307896,passenger_name,contact_data
136838,PG0480,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,5432375238   ,136838,Economy,6300.00,,,,,,,,,,,,,,5432375238   ,136838,74,10F,5432375238   ,6318C1,6311 219185,passenger_name,contact_data
136951,PG0480,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,5432375486   ,136951,Economy,6300.00,,,,,,,,,,,,,,5432375486   ,136951,18,10F,5432375486   ,2E3879,2983 002346,passenger_name,contact_data
136769,PG0480,2017-02-10T09:25:00Z,2017-02-10T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-10T09:30:00Z,2017-02-10T10:21:00Z,5432375966   ,136769,Economy,6300.00,,,,,,,,,,,,,,5432375966   ,136769,28,10F,5432375966   ,58259B,0108 527188,passenger_name,contact_data
136632,PG0480,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,5432318619   ,136632,Economy,6300.00,,,,,,,,,,,,,,5432318619   ,136632,8,10F,5432318619   ,598461,4609 106707,passenger_name,contact_data
136649,PG0480,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,5432318953   ,136649,Economy,6300.00,,,,,,,,,,,,,,5432318953   ,136649,64,10F,5432318953   ,E21D54,8032 513593,passenger_name,contact_data
136654,PG0480,2017-01-19T09:25:00Z,2017-01-19T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-19T09:28:00Z,2017-01-19T10:17:00Z,5432319173   ,136654,Economy,6300.00,,,,,,,,,,,,,,5432319173   ,136654,65,10F,5432319173   ,ED58F7,7099 354439,passenger_name,contact_data
136600,PG0480,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,5432375764   ,136600,Economy,6300.00,,,,,,,,,,,,,,5432375764   ,136600,77,10F,5432375764   ,6038BB,9657 227190,passenger_name,contact_data
136819,PG0480,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,AAQ,EGO,Arrived,SU9,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,5432053671   ,136819,Economy,6300.00,,,,,,,,,,,,,,5432053671   ,136819,68,10F,5432053671   ,D0BCF5,1277 836397,passenger_name,contact_data
